date,sales,onpromotion,oil_price,holiday,diff,Train_Forecast
2013-02-10,300951.328993,0,96.68490883590462,0,-185385.491187,346948.4656788305
2013-02-11,278627.588926,0,97.01,1,-65681.12609099998,391256.6332754368
2013-02-12,308800.7909121,0,97.48,1,-12445.048217899981,428987.21781672636
2013-02-13,319597.929962,0,97.03,0,-1940.2471870000008,395204.7565003636
2013-02-14,308164.016957,0,97.3,0,17356.485984000028,382122.83425063465
2013-02-15,320168.883912,0,95.95,0,-27272.906000000017,494387.87951347005
2013-02-16,485660.494008,0,96.07337946512062,0,69484.21493329998,456413.947716331
2013-02-17,399588.910014,0,96.32,0,98637.58102100005,394207.09021080186
2013-02-18,350745.573191,0,96.56662053487936,0,72117.98426499998,354963.0686123347
2013-02-19,293637.801951,0,96.69,0,-15162.988961099996,402654.03566109715
2013-02-20,313803.162034,0,94.92,0,-5794.767928000016,327680.3334225713
2013-02-21,267711.1090155,0,92.79,0,-40452.907941500016,382557.1933965746
2013-02-22,285679.869131,0,93.12,0,-34489.014780999976,584114.7523982237
2013-02-23,412897.349113,0,93.02497335203367,0,-72763.14489500003,522698.39483916305
2013-02-24,452726.126103,0,92.83502664796634,0,53137.216088999994,444464.5225644579
2013-02-25,307110.875933,0,92.74,0,-43634.69725799997,385212.2026597646
2013-02-26,270425.0070675,0,92.63,0,-23212.794883500028,432822.5479603089
2013-02-27,288401.998919,0,92.84,0,-25401.163115000003,361717.6047420276
2013-02-28,278116.291888,0,92.03,0,10405.18287249998,413441.6034168889
2013-03-01,378898.165064,0,90.71,0,93218.29593299999,503746.1439638691
2013-03-02,547857.205258,0,90.56495932678821,1,134959.85614499997,525201.5425898908
2013-03-03,559820.580027,0,90.27504067321178,0,107094.45392400003,385466.2540017109
2013-03-04,383647.679097,0,90.13,0,76536.80316399998,351555.9792994067
2013-03-05,332189.993189,0,90.88,0,61764.98612150003,369146.4352760293
2013-03-06,335726.580968,0,90.47,0,47324.58204900002,329060.0530534147
2013-03-07,293099.52701,0,91.53,0,14983.235122000042,357521.1218256734
2013-03-08,316600.679967,0,92.01,0,-62297.485097000026,486722.8300421488
2013-03-09,453259.496866,0,92.02500420757364,0,-94597.70839199994,517253.19356905035
2013-03-10,461859.756153,0,92.05499579242635,0,-97960.82387400005,402281.9975896446
2013-03-11,318379.133021,0,92.07,0,-65268.54607599997,350165.2154104252
2013-03-12,271823.37801,0,92.44,0,-60366.615179000015,371772.446575394
2013-03-13,287869.663972,0,92.47,0,-47856.916995999985,331246.38278087333
2013-03-14,247541.420096,0,93.03,0,-45558.10691400003,378324.69428950537
2013-03-15,315878.090213,0,93.49,0,-722.5897539999569,498432.1913838125
2013-03-16,482233.433961,0,93.54501542776998,0,28973.937095,511705.16389781
2013-03-17,513439.584913,0,93.65498457223,0,51579.828760000004,358320.73082536523
2013-03-18,330283.80303,0,93.71,0,11904.670008999994,323327.50619995996
2013-03-19,294020.245897,0,92.44,0,22196.86788700003,351721.5564479794
2013-03-20,321207.006946,0,93.21,0,33337.34297399997,318046.4115340263
2013-03-21,269130.127953,0,92.46,0,21588.70785700003,385442.7802392272
2013-03-22,304100.453969,0,93.41,0,-11777.636243999994,513853.84287341003
2013-03-23,453192.003086,0,93.69507994389902,0,-29041.43087500002,510492.3232322412
2013-03-24,449794.636951,0,94.26492005610098,0,-63644.94796199998,415456.2572904766
2013-03-25,317559.6099585,0,94.55,0,-12724.19307149999,346412.820085856
2013-03-26,275818.2359,0,95.99,0,-18202.009996999986,417360.475491397
2013-03-27,313691.148998,0,96.53,0,-7515.857947999961,391825.9057328526
2013-03-28,339293.269022,0,97.24,0,70163.141069,396944.3853952794
2013-03-29,345513.132,0,97.21665793903122,0,41412.67803099996,498557.0431998967
2013-03-30,452661.356036,0,97.17,0,-530.6470499999705,530722.5341179355
2013-03-31,462107.639956,0,97.12334206096877,0,12313.003005000006,419406.2803630691
2013-04-01,428816.447912,0,97.1,1,111256.83795349998,376681.25388624886
2013-04-02,377732.827961,0,97.23,0,101914.59206099994,374153.2033778942
2013-04-03,373731.0758793,0,95.02,0,60039.926881299994,327999.0760995386
2013-04-04,308738.385963,0,93.26,0,-30554.883059000014,444032.362299581
2013-04-05,336394.782031,0,92.76,0,-9118.349968999973,487533.93985596986
2013-04-06,509424.214023,0,92.91004207573633,0,56762.85798699997,579641.3521253899
2013-04-07,519048.376884,0,93.20995792426368,0,56940.736928,341967.9392988508
2013-04-08,346649.815943,0,93.36,0,-82166.63196899998,356961.94081598194
2013-04-09,306335.8019617,0,94.18,0,-71397.02599929995,378332.29651527875
2013-04-10,312846.374941,0,94.59,0,-60884.7009383,359545.26308502274
2013-04-11,303223.41301,0,93.44,0,-5514.9729529999895,337785.04315740603
2013-04-12,314394.967035,0,91.23,1,-21999.81499600003,499195.1992155271
2013-04-13,453442.497048,0,90.60982608695653,0,-55981.71697499999,557472.8147955133
2013-04-14,478417.148813,0,89.37017391304349,1,-40631.22807100002,365794.33374404634
2013-04-15,338712.458055,0,88.75,0,-7937.357888000028,342686.9362164466
2013-04-16,333431.880049,0,88.73,0,27096.078087300004,354430.3076476421
2013-04-17,334990.518942,0,86.65,0,22144.14400099998,313372.1020565735
2013-04-18,281924.509951,0,87.83,0,-21298.903059000033,328877.7349980413
2013-04-19,311588.70494,0,88.04,0,-2806.2620949999546,488345.76867240074
2013-04-20,459884.838043,0,88.23255399719496,0,6442.340995000035,468044.0879164863
2013-04-21,485721.032087,0,88.61744600280505,1,7303.883274000022,433774.92426788877
2013-04-22,328886.320986,0,88.81,0,-9826.13706899999,313719.86206638115
2013-04-23,302097.8329435,0,89.21,0,-31334.04710550001,422703.2833374127
2013-04-24,310555.184925,0,91.07,0,-24435.334016999986,353532.7421711886
2013-04-25,268790.618996,0,93.27,0,-13133.89095500001,389893.525606422
2013-04-26,304413.556952,0,92.63,0,-7175.1479880000115,526151.1505380383
2013-04-27,446665.337895,0,92.99510238429171,0,-13219.500148000021,511376.4046415222
2013-04-28,477623.4729303,0,93.72489761570827,0,-8097.559156700037,407742.4483154909
2013-04-29,328795.874018,0,94.09,1,-90.44696800003294,377449.3905981146
2013-04-30,310186.466894,0,93.22,0,8088.633950499992,408175.26616643113
2013-05-01,507974.636889,0,90.74,1,197419.451964,324890.35379327915
2013-05-02,348709.460063,0,93.7,0,79918.841067,357493.3476337893
2013-05-03,374291.2510323,0,95.25,0,69877.69408029999,573794.1413353547
2013-05-04,520339.51596499997,0,95.38753856942496,0,73674.17806999997,587714.7952921664
2013-05-05,580268.550981,0,95.66246143057502,0,102645.07805069996,454184.6258412339
2013-05-06,369869.383046,0,95.8,0,41073.509028,369563.5332339038
2013-05-07,317292.964148,0,95.28,0,7106.497253999987,404295.30163124093
2013-05-08,332477.410968,0,96.24,0,-175497.225921,290080.9371918076
2013-05-09,305868.0570225,0,96.09,0,-42841.40304049995,374211.88659852947
2013-05-10,335937.441949,0,95.81,0,-38353.8090833,495225.50552601356
2013-05-11,512090.58108,0,95.63493454273424,1,-8248.934884999995,595486.4640734588
2013-05-12,775721.010029,0,95.11003272863289,1,195452.45904800005,352241.94571101916
2013-05-13,350598.06187,0,94.76,0,-19271.321175999998,333332.9633994117
2013-05-14,308469.313119,0,93.96,0,-8823.651029,359282.2172038788
2013-05-15,329113.560081,0,93.95,0,-3363.850887000037,333993.2979226395
2013-05-16,307556.946937,0,94.85,0,1688.889914499945,403382.17163123604
2013-05-17,330004.241998,0,95.72,0,-5933.199950999988,499309.6025302034
2013-05-18,480969.558942,0,95.86253997194952,0,-31121.022138,541846.1023523267
2013-05-19,518153.554009,0,96.14746002805049,0,-257567.45601999998,322187.416482753
2013-05-20,341787.214991,0,96.29,0,-8810.84687899996,312557.44408216095
2013-05-21,307178.399952,0,95.55,0,-1290.9131669999915,358089.3896926503
2013-05-22,301785.4831075,0,93.98,0,-27328.076973499963,321343.09115962574
2013-05-23,289261.058026,0,94.12,0,-18295.888910999987,360160.8535597412
2013-05-24,398389.241982,0,93.84,1,68384.999984,480127.3921011784
2013-05-25,417930.141993,0,93.975050495605,0,-63039.41694899998,579458.7484313353
2013-05-26,450631.400068,0,94.245,0,-67522.153941,425406.2915839267
2013-05-27,321630.8309235,0,94.51494950439499,0,-20156.38406750001,408054.02766484907
2013-05-28,307329.1680565,0,94.65,0,150.76810450002085,382800.21390765574
2013-05-29,309333.380899,0,93.13,0,7547.8977914999705,346352.77855712106
2013-05-30,304344.849939,0,93.57,0,15083.791912999994,365665.89902961935
2013-05-31,330257.841975,0,91.93,0,-68131.40000700002,534452.321510562
2013-06-01,566901.814988,0,92.30010378681627,0,148971.67299499997,572707.4020791851
2013-06-02,637698.494958,0,93.03989621318374,0,187067.09489,380346.67226850986
2013-06-03,426332.097995,0,93.41,0,104701.26707150001,335090.6205050413
2013-06-04,369705.160085,0,93.36,0,62375.99202849995,344678.01142579457
2013-06-05,361791.080915,0,93.66,0,52457.70001600002,316291.538545254
2013-06-06,317496.765891,0,94.71,0,13151.91595200001,339347.1022625561
2013-06-07,357673.087977,0,96.11,0,27415.246002,495322.6777887064
2013-06-08,466292.699096,0,96.03747966339411,0,-100609.11589199997,561924.9189713267
2013-06-09,526804.730256,0,95.89252033660588,0,-110893.76470200007,333303.4069988581
2013-06-10,349754.291978,0,95.82,0,-76577.806017,329053.0161015996
2013-06-11,283858.2159925,0,95.5,0,-85846.94409249997,337926.7928711464
2013-06-12,320173.5779987,0,95.98,0,-41617.50291629997,346971.1563393698
2013-06-13,282886.9200452,0,96.66,0,-34609.84584580001,351037.3209567617
2013-06-14,326956.74210719997,0,97.83,0,-30716.345869800018,504752.0036369527
2013-06-15,505950.6668701,0,97.8375021037868,0,39657.96777410002,573602.5406887757
2013-06-16,435894.082881,0,97.85249789621318,0,-90910.64737499994,346700.67494276195
2013-06-17,370944.271024,0,97.86,0,21189.979045999993,384849.4614650999
2013-06-18,320885.3399215,0,98.46,0,37027.123928999994,579610.9504540584
2013-06-19,319235.25797700003,0,98.24,0,-938.3200216999976,361011.94111002114
2013-06-20,293877.944015,0,94.89,0,10991.023969800037,393969.57720658334
2013-06-21,319722.6870265,0,93.81,0,-7234.055080699967,394250.26888817805
2013-06-22,446347.312096,0,94.12508835904629,0,-59603.35477410001,574309.0683065531
2013-06-23,504964.845142,0,94.75491164095372,1,69070.762261,395371.979482226
2013-06-24,336631.9640383,0,95.07,0,-34312.30698570004,553534.1557398243
2013-06-25,915358.590192,0,95.25,1,594473.2502705001,371600.73710598523
2013-06-26,301847.2489636,0,95.47,0,-17388.009013400006,440820.40142848575
2013-06-27,266525.458966,0,97.0,0,-27352.48504900001,365305.9035408899
2013-06-28,324210.971803,0,96.36,0,4488.284776500019,598262.5776649624
2013-06-29,509379.108146,0,96.755110799439,0,63031.796050000004,451995.93782507395
2013-06-30,533481.693027,0,97.544889200561,0,28516.847884999937,422127.2771743479
2013-07-01,441758.3880965,0,97.94,0,105126.42405820003,432284.9417376719
2013-07-02,390958.38408,0,99.65,0,-524400.206112,399347.72811345384
2013-07-03,749103.835898,0,101.92,1,447256.5869344,266367.8621812827
2013-07-04,327020.179028,0,102.505,0,60494.72006199998,313120.9359950054
2013-07-05,351401.500074,0,103.09,0,27190.52827099996,468508.6024816489
2013-07-06,479514.493924,0,103.07499579242636,0,-29864.614222000004,513917.8460653468
2013-07-07,500606.073078,0,103.04500420757363,0,-32875.619948999956,331371.51056970825
2013-07-08,365452.995017,0,103.03,0,-76305.3930795,377880.36155356263
2013-07-09,317279.1449993,0,103.46,0,-73679.23908069998,365591.3350293014
2013-07-10,314134.886071,0,106.41,0,-434968.94982700003,275112.2719131149
2013-07-11,281750.931023,0,104.77,0,-45269.248005,324035.23528502753
2013-07-12,308786.438133,0,105.85,0,-42615.06194099999,473604.2108976755
2013-07-13,432569.1022205,0,105.93752454417952,0,-46945.391703500005,483593.69396154035
2013-07-14,438722.417857,0,106.11247545582047,0,-61883.655220999965,350511.812484453
2013-07-15,348803.0469486,0,106.2,0,-16649.94806840003,436296.49893112236
2013-07-16,335516.229006,0,105.88,0,18237.084006699966,386994.4209869739
2013-07-17,324313.8180255,0,106.39,0,10178.931954499974,312695.66091164306
2013-07-18,287074.8739522,0,107.94,0,5323.942929200013,292640.0539089088
2013-07-19,313332.555049,0,108.0,0,4546.116916000028,472137.6913687177
2013-07-20,435497.731013,0,107.65240252454419,0,2928.628792500007,474940.63560255594
2013-07-21,437952.624049,0,106.95759747545581,0,-769.7938080000458,350331.38819514174
2013-07-22,342802.29905,0,106.61,0,-6000.747898600006,339014.67282356275
2013-07-23,316257.463107,0,107.13,1,-19258.76589899999,327014.3064950702
2013-07-24,309243.7899995,0,105.41,1,-15070.028026000015,290534.85619412566
2013-07-25,298074.2249247,0,105.47,1,10999.35097249999,392089.3281965028
2013-07-26,318745.692921,0,104.76,0,5413.137871999992,512977.3963829015
2013-07-27,423890.5020012,0,104.72248948106592,0,-11607.229011800024,520020.6609592479
2013-07-28,433358.6520873,0,104.64751051893408,0,-4593.97196169995,444681.6630895279
2013-07-29,331493.2850525,0,104.61,0,-11309.013997499947,371978.0265372825
2013-07-30,318553.989932,0,103.14,0,2296.526825000008,374919.5970795258
2013-07-31,357982.979012,0,105.1,0,48739.18901250005,345848.5238562601
2013-08-01,397555.3181021,0,107.93,0,99481.0931774,365694.8364817861
2013-08-02,393831.120007,0,106.94,0,75085.42708599998,543290.3307377824
2013-08-03,516956.846013,0,106.85747685834502,0,93066.34401180001,453350.2609011721
2013-08-04,514267.27594,0,106.69252314165497,0,80908.6238527,337060.807425038
2013-08-05,407033.810946,0,106.61,1,75540.52589349996,342923.21476278943
2013-08-06,357263.854086,0,105.32,0,38709.86415400001,357540.6008478632
2013-08-07,351302.132003,0,104.41,0,-6680.847009000019,367602.17896780785
2013-08-08,310953.0239315,0,103.45,0,-86602.29417060001,314368.52677388716
2013-08-09,337521.667868,0,106.04,0,-56309.452139,459191.81128908275
2013-08-10,434184.94409,0,106.07751051893408,1,-82771.901923,479079.1186152998
2013-08-11,434720.3230013,0,106.15248948106591,0,-79546.95293870004,376284.0225437704
2013-08-12,349539.224033,0,106.19,0,-57494.58691299998,360184.8655182894
2013-08-13,317103.331061,0,106.78,0,-40160.523025,361088.8257130626
2013-08-14,324377.386893,0,106.89,0,-26924.745110000018,306161.6858837558
2013-08-15,311043.17291,0,107.43,1,90.1489785000449,366212.7692320428
2013-08-16,364487.3218839,0,107.58,0,26965.654015899985,521864.3873726507
2013-08-17,448835.3109167,0,107.46996914446002,0,14650.366826699988,449092.00894969655
2013-08-18,464053.7730675,0,107.25003085553998,0,29333.450066199992,344208.90291875246
2013-08-19,362085.52696,0,107.14,0,12546.302926999982,335451.1223402885
2013-08-20,343046.11398,0,104.9,0,25942.78291900002,344427.59989635425
2013-08-21,335724.643932,0,103.93,0,11347.25703899999,294605.6392404879
2013-08-22,306473.26098,0,104.93,0,-4569.911930000002,350610.47188965883
2013-08-23,331906.369098,0,106.48,0,-32580.95278589998,437152.8046024197
2013-08-24,420576.154994,0,106.32995792426367,1,-28259.15592270001,515644.55460555456
2013-08-25,443694.093754,0,106.03004207573632,0,-20359.679313500004,453830.62903471885
2013-08-26,347159.6410143,0,105.88,0,-14925.885945699993,424882.702509969
2013-08-27,319688.2190185,0,109.11,0,-23357.894961500017,392944.62991418276
2013-08-28,319322.060993,0,110.17,0,-16402.582938999985,333574.8228175523
2013-08-29,294518.685943,0,108.51,0,-11954.575037000002,380250.26704621775
2013-08-30,354932.930947,0,107.98,0,23026.56184899999,476918.7793560944
2013-08-31,523631.3811059,0,108.09504301477463,0,103055.2261119,562523.077682271
2013-09-01,640406.221875,0,108.325,0,196712.12812100007,424615.84484558384
2013-09-02,458792.960966,0,108.55495698522536,0,111633.31995169999,386292.40680121945
2013-09-03,397680.420032,0,108.67,0,77992.20101349999,340986.42529662565
2013-09-04,392565.48591,0,107.29,0,73243.424917,301103.70469499944
2013-09-05,330622.779063,0,108.5,0,36104.093119999976,343248.41454552225
2013-09-06,335442.247929,0,110.62,0,-19490.68301799998,481580.7126624745
2013-09-07,518584.247,0,110.3699298737728,0,-5047.1341059000115,539132.1616332384
2013-09-08,560852.005091,0,109.87007012622722,0,-79554.21678400005,397274.1921378173
2013-09-09,377151.7070027,0,109.62,0,-81641.25396329997,355970.20880318753
2013-09-10,308074.4658225,0,107.48,0,-89605.95420949999,343806.0840893625
2013-09-11,323124.61885,0,107.65,0,-69440.86705999996,304611.84510855586
2013-09-12,282855.730937,0,108.72,0,-47767.04812599998,349075.6717960142
2013-09-13,319556.942029,0,108.31,0,-15885.305899999978,485503.8286895303
2013-09-14,476364.004996,0,107.86737587657784,0,-42220.242004,540335.7231250593
2013-09-15,532852.959041,0,106.98262412342217,0,-27999.046050000004,387755.4200268718
2013-09-16,373229.840879,0,106.54,0,-3921.8661236999906,345013.94493064564
2013-09-17,327282.949966,0,105.36,0,19208.484143499983,339144.71459796984
2013-09-18,315687.718926,0,108.23,0,-7436.899924000027,300263.8077930207
2013-09-19,279580.372008,0,106.26,0,-3275.358929000038,342219.9749840278
2013-09-20,331846.9039701,0,104.7,0,12289.961941099958,541543.725281297
2013-09-21,468298.380896,0,104.42992426367461,0,-8065.624099999957,509746.8708728758
2013-09-22,502068.7019007,0,103.89007573632539,0,-30784.257140300004,385905.9071797581
2013-09-23,356043.0340047,0,103.62,0,-17186.806874300004,342093.54029469565
2013-09-24,303333.392926,0,103.22,0,-23949.557039999985,395177.14529708214
2013-09-25,312490.104996,0,102.68,0,-3197.6139299999923,348201.3635971379
2013-09-26,273057.8798588,0,103.1,0,-6522.492149199999,396128.3350403802
2013-09-27,320246.574024,0,102.86,0,-11600.329946100013,487635.32061649323
2013-09-28,484903.6890081,0,102.7349649368864,1,16605.3081121,577885.8750386204
2013-09-29,522868.441946,0,102.48503506311361,0,20799.740045299986,479388.0674563815
2013-09-30,367068.4500143,0,102.36,0,11025.416009599983,367893.7159233926
2013-10-01,436441.034076,0,102.09,0,133107.64114999998,418761.20678524044
2013-10-02,414455.6550375,0,104.15,0,101965.55004150001,276010.3498696186
2013-10-03,348933.24703,0,103.29,0,75875.36717120005,423941.44000184396
2013-10-04,378109.978059,0,103.83,0,57863.404035000014,489450.95744520647
2013-10-05,540156.625057,0,103.63994670406733,0,55252.93604889995,533577.2476662532
2013-10-06,553031.424016,0,103.26005329593266,0,30162.982070000027,329279.70346955734
2013-10-07,373387.109043,0,103.07,1,6318.659028699971,348963.43080140307
2013-10-08,326726.7240121,0,103.54,0,-109714.31006389996,322547.5287770037
2013-10-09,322529.418957,0,101.63,1,-91926.2360805,336412.13376266963
2013-10-10,305047.0980576,0,103.08,0,-43886.14897240006,361337.6233331517
2013-10-11,402913.849028,0,102.17,1,24803.87096900004,484114.3790402291
2013-10-12,426379.6909939,0,102.24252033660589,0,-113776.93406309996,527811.7736012501
2013-10-13,481781.2559686,0,102.3874796633941,0,-71250.16804740002,389870.08015853504
2013-10-14,342694.7209944,0,102.46,0,-30692.388048599998,367649.8185664538
2013-10-15,305242.569986,0,101.15,0,-21484.154026100005,343985.16235633526
2013-10-16,355696.963943,0,102.34,0,33167.54498599999,319611.82316126424
2013-10-17,312949.412961,0,100.72,0,7902.3149034000235,341434.7314377272
2013-10-18,323327.873107,0,100.87,0,-79585.975921,480409.6514074482
2013-10-19,488245.570001,0,100.47238849929875,0,61865.87900710001,528393.8525567657
2013-10-20,537713.5090483,0,99.67761150070127,0,55932.25307969999,364689.66920228297
2013-10-21,348721.327971,0,99.28,0,6026.606976600015,334851.6646308295
2013-10-22,301641.7850828,0,97.63,0,-3600.784903199994,343987.9203110512
2013-10-23,323105.11598,0,96.9,0,-32591.847963000007,307570.06961654377
2013-10-24,276059.0800025,0,96.65,0,-36890.33295850002,353564.52658377844
2013-10-25,317570.4260338,0,97.4,0,-5757.447073200019,582368.7685090583
2013-10-26,452902.363914,0,97.73509396914447,0,-35343.20608700003,616384.7975489367
2013-10-27,512891.4830689,0,98.40490603085554,0,-24822.025979399972,390543.9926761425
2013-10-28,346941.91396,0,98.74,0,-1779.4140110000153,369640.0233839917
2013-10-29,302332.9969864,0,98.29,0,691.211903599964,453052.31650243414
2013-10-30,319494.7050373,0,96.81,0,-3610.410942699993,392916.15512767894
2013-10-31,298195.433106,0,96.29,0,22136.353103500034,366872.37290012644
2013-11-01,403637.232955,0,94.56,0,86066.80692120001,484112.4311087594
2013-11-02,540615.555037,0,94.56500140252454,1,87713.191123,628436.5126082345
2013-11-03,602796.556029,0,94.57499859747544,1,89905.07296009996,462559.58334710187
2013-11-04,424314.167046,0,94.58,0,77372.25308600004,410327.0244948516
2013-11-05,393322.182909,0,93.4,0,90989.18592260004,316829.6683406811
2013-11-06,386426.9788195,0,94.74,1,66932.2737822,304634.876586122
2013-11-07,346293.3400477,0,94.25,1,48097.90694169997,373460.31576608436
2013-11-08,358473.978049,0,94.56,0,-45163.25490599999,502035.14226460434
2013-11-09,513850.32307,0,94.70253997194952,0,-26765.231967,555663.9216345322
2013-11-10,587666.490239,0,94.98746002805049,1,-15130.065790000022,397913.2316255009
2013-11-11,374087.890067,0,95.13,1,-50226.27697900002,371188.85209501005
2013-11-12,373277.748034,0,93.12,1,-20044.434875000035,352678.78272958257
2013-11-13,332279.2568851,0,93.91,0,-54147.72193440003,313937.13141073426
2013-11-14,284567.4029707,0,93.76,0,-61725.93707699998,368465.1546899187
2013-11-15,349383.296052,0,93.8,0,-9090.681997000007,512929.9951056079
2013-11-16,524065.5881155,0,93.60744600280505,0,10215.265045500011,552945.0223051711
2013-11-17,579209.228924,0,93.22255399719495,0,-8457.261314999894,385799.51016387047
2013-11-18,391945.551999,0,93.03,0,17857.661932000017,349172.6969673047
2013-11-19,329455.2710234,0,93.35,0,-43822.47701059998,355498.14096483344
2013-11-20,354337.734795,0,93.34,0,22058.477909900015,310965.33909101377
2013-11-21,298047.047965,0,95.35,0,13479.644994299975,368508.808052492
2013-11-22,340734.213038,0,94.53,0,-8649.083014000033,508079.5077924961
2013-11-23,485544.298837,0,94.36245301542776,0,-38521.289278500015,580519.3740056108
2013-11-24,550925.293106,0,94.02754698457223,0,-28283.935817999998,451281.0328137729
2013-11-25,365965.5090102,0,93.86,0,-25980.042988800036,413154.0325929885
2013-11-26,323292.830024,0,93.41,0,-6162.440999399987,405479.731461429
2013-11-27,337083.286026,0,92.05,0,-17254.44876900001,411404.7198943035
2013-11-28,305982.981947,0,92.3,0,7935.933982000046,446812.0212607648
2013-11-29,357000.404165,0,92.55,0,16266.191127000027,532463.0062962052
2013-11-30,541977.655801,0,92.81507433380084,0,56433.35696399998,677649.0230580093
2013-12-01,698217.128989,0,93.34492566619916,0,147291.83588299993,403432.5088947797
2013-12-02,495488.366984,0,93.61,0,129522.85797380004,379022.23884484515
2013-12-03,424438.046973,0,95.83,0,101145.21694899997,391377.33037204185
2013-12-04,424147.0459855,0,96.97,0,87063.75995949999,367640.2446380954
2013-12-05,386406.804985,0,97.14,1,80423.82303799997,403312.6871750523
2013-12-06,432661.755068,0,97.48,1,75661.35090299998,564770.7987761116
2013-12-07,537181.319801,0,97.38497335203367,0,-4796.33600000001,601495.1778577624
2013-12-08,588855.895921,0,97.19502664796633,1,-109361.23306799994,457323.05781653116
2013-12-09,442309.3141075,0,97.1,0,-53179.052876500005,441357.1291044278
2013-12-10,414421.695986,0,98.32,0,-10016.350986999983,457082.8356777245
2013-12-11,422957.198908,0,97.25,0,-1189.8470774999587,412789.57034402643
2013-12-12,384256.080979,0,97.21,0,-2150.724005999975,483524.43692555523
2013-12-13,434657.0129787,0,96.27,0,1995.257910699991,692193.5670314345
2013-12-14,554911.917024,0,96.49756381486677,0,17730.59722300002,724466.4834923522
2013-12-15,642015.7758165,0,96.95243618513325,0,53159.87989549991,843942.5933070098
2013-12-16,516060.290853,0,97.18,0,73750.9767455,680670.5825729392
2013-12-17,480470.71684249997,0,96.99,0,66049.02085649996,672209.1514220644
2013-12-18,527481.336925,0,97.59,0,104524.13801699993,326651.7564433705
2013-12-19,507461.038187,0,98.4,0,123204.957208,520104.6279392245
2013-12-20,544104.2676365,0,99.11,0,109447.25465779996,631772.2904756215
2013-12-21,685673.07474,0,99.02830278660932,1,130761.15771599999,858358.3947305634
2013-12-22,1392590.293734,0,98.78334860669534,1,750574.5179175001,531547.8704496616
2013-12-23,792865.284427,0,98.62,1,276804.99357399996,444216.21766873123
2013-12-24,620663.290732,0,98.87,1,140192.57388950005,191170.82360420632
2013-12-26,470731.1624137,0,99.18,1,-56750.174511299934,566618.3821158763
2013-12-27,479314.968043,0,99.94,0,-28146.070144000056,575581.1564420131
2013-12-28,556952.3059789999,0,99.67992706872371,0,12848.038342499989,899507.2093244579
2013-12-29,499719.5049237,0,99.16007293127629,0,-185953.56981629995,875595.453800978
2013-12-30,635134.7358515,0,98.9,0,-757455.5578825001,533576.4768335824
2013-12-31,507264.6630475,0,98.17,1,-285600.62137949996,319479.85339315195
2014-01-01,8602.065404,0,96.655,1,-612061.225328,675012.3495143699
2014-01-02,801011.226041,0,95.14,0,330280.06362729997,609494.6376175712
2014-01-03,680672.845603,0,93.66,0,201357.87756000005,673038.6718382998
